STT,SBD,MA_TINH,TOAN,VAN,LI,HOA,SINH,SU,DIA,KTPL,T_ANH,A00,A01,B00,C00,D01
570715,28000357,28,5.25,7.0,7.0,,,,,,7.5,,19.75,,,19.75
570716,28000358,28,5.0,8.5,,,,,8.5,,6.25,,,,,19.75
570717,28000359,28,4.75,7.75,,,,8.25,8.5,,,,,,24.5,
570718,28000360,28,9.0,8.0,9.5,9.0,,,,,,27.5,,,,
570719,28000361,28,4.75,8.0,5.5,3.0,,,,,,13.25,,,,
570720,28000362,28,5.1,7.25,7.75,,,,,,6.5,,19.35,,,18.85
570721,28000363,28,6.75,7.5,,,,7.6,,,6.25,,,,,20.5
570722,28000364,28,8.75,8.0,,8.25,9.0,,,,,,,26.0,,
570723,28000365,28,6.5,8.0,,,,9.25,,,9.0,,,,,23.5
570724,28000366,28,9.0,7.5,9.5,9.25,,,,,,27.75,,,,
570725,28000367,28,4.25,7.5,,,,9.5,,,6.0,,,,,17.75
570726,28000368,28,5.0,8.0,,,,8.75,,,3.25,,,,,16.25
570727,28000369,28,4.2,7.0,4.75,,,,,,3.5,,12.45,,,14.7
570728,28000370,28,8.25,7.25,5.75,,,,,,4.25,,18.25,,,19.75
570729,28000371,28,2.5,7.75,,,,3.35,,,3.5,,,,,13.75
570730,28000372,28,8.5,8.25,,9.75,,,,,7.5,,,,,24.25
570731,28000373,28,6.0,8.25,,,,7.5,,,6.5,,,,,20.75
570732,28000374,28,3.1,6.25,,,,6.5,,7.5,,,,,,
570733,28000375,28,5.75,8.75,,,,5.25,,,5.75,,,,,20.25
570734,28000376,28,3.5,7.75,,,,,,8.75,5.0,,,,,16.25
570735,28000377,28,6.25,9.0,,,,,8.75,,3.25,,,,,18.5
570736,28000378,28,3.6,5.25,,,,5.6,,5.5,,,,,,
570737,28000379,28,4.25,8.5,,,,6.35,,,4.0,,,,,16.75
570738,28000380,28,7.0,8.75,,6.25,,,,,7.25,,,,,23.0
570739,28000381,28,4.75,9.0,,,,6.6,5.45,,,,,,21.05,
570740,28000382,28,6.75,7.5,,,,,,9.25,6.75,,,,,21.0
570741,28000383,28,7.5,9.25,,,,,8.5,,5.75,,,,,22.5
570742,28000384,28,3.6,5.92,,,,3.95,4.35,,,,,,14.22,
570743,28000385,28,6.0,8.75,,,,,6.75,,5.25,,,,,20.0
570744,28000386,28,5.75,7.25,5.0,,,,,,3.75,,14.5,,,16.75
570745,28000387,28,4.75,8.75,,,,8.0,,,5.25,,,,,18.75
570746,28000388,28,8.0,9.0,5.75,,,,,,5.0,,18.75,,,22.0
570747,28000389,28,7.5,9.0,6.25,,,,,,6.0,,19.75,,,22.5
570748,28000390,28,8.5,8.75,,,,9.5,,,6.5,,,,,23.75
570749,28000391,28,5.75,8.75,,4.25,7.1,,,,,,,17.1,,
570750,28000392,28,8.5,8.0,8.75,6.0,,,,,,23.25,,,,
570751,28000393,28,1.7,5.0,,,,4.75,4.25,,,,,,14.0,
570752,28000394,28,3.25,7.75,,,,7.0,,,3.75,,,,,14.75
570753,28000395,28,8.0,8.0,6.75,,,,,,4.0,,18.75,,,20.0
570754,28000396,28,3.75,8.75,,,,8.1,8.75,,,,,,25.6,
570755,28000397,28,7.25,7.75,,,,8.75,,,5.75,,,,,20.75
570756,28000398,28,7.0,8.0,7.5,,,,,,5.25,,19.75,,,20.25
570757,28000399,28,5.75,8.5,,,,9.0,,,5.5,,,,,19.75
570758,28000400,28,2.75,7.58,,,,7.25,7.25,,,,,,22.08,
570759,28000401,28,7.0,7.75,,,,,7.5,,6.5,,,,,21.25
570760,28000402,28,8.25,8.5,,,,7.0,,,4.75,,,,,21.5
570761,28000403,28,5.75,7.25,,,,6.5,8.25,,,,,,22.0,
570762,28000404,28,8.0,7.5,9.25,8.25,,,,,,25.5,,,,
570763,28000405,28,4.25,8.5,,,,,6.75,,3.5,,,,,16.25
570764,28000406,28,8.5,8.5,8.25,6.0,,,,,,22.75,,,,
570765,28000407,28,3.55,5.5,,,,8.25,,8.5,,,,,,
570766,28000408,28,6.0,8.25,,,4.1,,,,3.75,,,,,18.0
570767,28000409,28,3.25,7.0,,,,7.0,5.6,,,,,,19.6,
570768,28000410,28,7.0,9.0,,,,7.35,,,6.25,,,,,22.25
570769,28000411,28,2.35,7.5,,,,,5.5,7.75,,,,,,
570770,28000412,28,2.6,6.25,,,,4.5,,6.25,,,,,,
570771,28000413,28,7.75,8.75,8.75,,,,,,5.5,,22.0,,,22.0
570772,28000414,28,3.2,6.5,,,,8.5,,8.75,,,,,,
570773,28000416,28,6.5,8.25,,,,,,9.75,6.5,,,,,21.25
570774,28000417,28,5.75,8.5,,,,6.75,,,6.5,,,,,20.75
570775,28000418,28,8.5,8.25,,8.5,,,,,7.5,,,,,24.25
570776,28000419,28,4.0,8.5,,,,,,9.0,7.25,,,,,19.75
570777,28000420,28,2.0,8.0,,,,,3.6,8.75,,,,,,
570778,28000421,28,4.6,8.25,,,,8.25,6.5,,,,,,23.0,
570779,28000422,28,7.5,8.5,,,,,8.0,,5.5,,,,,21.5
570780,28000423,28,2.25,8.5,,,,7.0,,7.75,,,,,,
570781,28000424,28,5.25,9.25,,,,8.5,,,5.75,,,,,20.25
570782,28000425,28,4.35,6.5,5.85,,,4.35,,,,,,,,
570783,28000426,28,7.5,7.75,8.0,,,,,,6.5,,22.0,,,21.75
570784,28000427,28,5.5,7.75,,,,4.75,,,5.75,,,,,19.0
570785,28000428,28,8.25,6.75,9.0,,,,,,7.5,,24.75,,,22.5
570786,28000429,28,7.0,8.0,6.1,,,,,,5.25,,18.35,,,20.25
570787,28000430,28,9.0,7.5,9.25,8.0,,,,,,26.25,,,,
570788,28000431,28,3.5,7.0,,,,5.1,,8.5,,,,,,
570789,28000432,28,5.25,8.25,,,,7.25,,,3.25,,,,,16.75
570790,28000433,28,5.5,7.5,4.35,3.45,,,,,,13.3,,,,
570791,28000434,28,8.0,7.75,8.0,7.75,,,,,,23.75,,,,
570792,28000435,28,6.5,7.0,8.75,5.5,,,,,,20.75,,,,
570793,28000436,28,3.5,6.5,5.25,,,4.25,,,,,,,,
570794,28000437,28,5.0,8.25,4.5,,,,,,4.5,,14.0,,,17.75
570795,28000438,28,5.85,8.5,,,,9.25,,,6.25,,,,,20.6
570796,28000439,28,3.2,8.5,,,,6.0,,,4.25,,,,,15.95
570797,28000440,28,3.5,4.5,,,,7.25,,,7.5,,,,,15.5
570798,28000441,28,6.25,7.5,7.25,6.5,,,,,,20.0,,,,
570799,28000442,28,5.6,7.75,8.1,,,,,,6.25,,19.95,,,19.6
570800,28000443,28,3.1,8.0,,,,7.25,6.85,,,,,,22.1,
570801,28000444,28,7.5,9.0,,,,,8.5,,4.5,,,,,21.0
570802,28000445,28,4.75,7.5,,,,7.75,,,6.0,,,,,18.25
570803,28000446,28,3.35,5.25,,,,2.85,,4.85,,,,,,
570804,28000447,28,4.6,8.5,,,,9.0,,,5.0,,,,,18.1
570805,28000448,28,5.25,8.0,,,,4.85,,,3.75,,,,,17.0
570806,28000449,28,2.6,7.0,,,,,5.75,6.5,,,,,,
570807,28000450,28,5.75,8.5,,,,8.25,,,6.5,,,,,20.75
570808,28000451,28,4.35,7.75,,,,7.25,,,5.5,,,,,17.6
570809,28000452,28,2.95,7.25,,,3.1,5.75,,,,,,,,
570810,28000453,28,5.75,8.25,,,,8.25,,,6.75,,,,,20.75
570811,28000454,28,5.1,8.75,,,,7.75,8.25,,,,,,24.75,
570812,28000455,28,5.25,8.0,,,,7.35,,,5.5,,,,,18.75
570813,28000456,28,4.75,8.5,4.35,,,,,,5.25,,14.35,,,18.5
570814,28000457,28,4.25,7.5,,,,,7.75,7.5,,,,,,
570815,28000458,28,7.5,8.75,,,,8.25,,,,,,,,
570816,28000459,28,4.85,8.5,8.0,,,,,,8.5,,21.35,,,21.85
570817,28000460,28,5.75,9.25,,,,,4.6,,2.5,,,,,17.5
570818,28000461,28,7.75,7.0,7.5,,,,,,5.75,,21.0,,,20.5
570819,28000462,28,8.5,6.75,8.85,9.25,,,,,,26.6,,,,
570820,28000463,28,4.0,6.5,,,,6.85,,8.5,,,,,,
570821,28000464,28,5.1,6.25,5.35,6.0,,,,,,16.45,,,,
570822,28000465,28,7.5,7.75,,,,,9.5,,8.25,,,,,23.5
570823,28000466,28,5.25,7.5,5.85,,,,,,4.5,,15.6,,,17.25
570824,28000467,28,7.75,7.5,9.25,,,,,,7.25,,24.25,,,22.5
570825,28000468,28,8.0,8.25,,,,,7.25,,7.25,,,,,23.5
570826,28000469,28,6.0,6.75,7.75,5.5,,,,,,19.25,,,,
570827,28000470,28,6.5,8.5,,,,,7.75,,6.75,,,,,21.75
570828,28000471,28,7.75,7.75,7.5,,,,,,6.25,,21.5,,,21.75
570829,28000472,28,4.0,7.75,4.85,,,,,,3.5,,12.35,,,15.25
570830,28000473,28,4.75,8.5,,,,,7.35,,4.5,,,,,17.75
570831,28000474,28,4.0,6.75,,,,,6.75,,3.75,,,,,14.5
570832,28000475,28,8.0,6.25,8.75,,,,,,6.5,,23.25,,,20.75
570833,28000476,28,3.75,8.5,,,,,,8.5,7.25,,,,,19.5
570834,28000477,28,4.75,7.0,,,,,7.1,9.25,,,,,,
570835,28000478,28,7.1,7.5,9.5,,,,,,4.0,,20.6,,,18.6
570836,28000479,28,7.75,7.5,8.1,,,,,,6.75,,22.6,,,22.0
570837,28000480,28,9.5,7.0,9.75,10.0,,,,,,29.25,,,,
570838,28000481,28,3.6,8.0,,,,8.0,,,5.0,,,,,16.6
570839,28000482,28,8.0,8.75,,,,7.0,,,8.5,,,,,25.25
570840,28000483,28,7.75,7.5,9.0,,,,,,8.0,,24.75,,,23.25
570841,28000484,28,5.25,9.0,,,,,6.5,,5.75,,,,,20.0
570842,28000485,28,8.0,6.75,7.25,5.25,,,,,,20.5,,,,
570843,28000486,28,4.6,8.0,,,,6.6,,,4.75,,,,,17.35
570844,28000487,28,7.0,8.25,,,,,8.75,,4.75,,,,,20.0
570845,28000488,28,6.5,8.0,7.5,,,,,,6.0,,20.0,,,20.5
570846,28000489,28,6.0,8.5,,,,8.5,,,6.5,,,,,21.0
570847,28000490,28,8.5,7.75,,6.25,9.0,,,,,,,23.75,,
570848,28000491,28,6.5,7.75,7.5,,,,,,5.75,,19.75,,,20.0
570849,28000492,28,4.1,7.75,,,,6.25,,7.25,,,,,,
570850,28000493,28,8.5,8.75,8.75,,,,,,6.5,,23.75,,,23.75
570851,28000494,28,4.25,9.0,,,,5.25,,,3.0,,,,,16.25
570852,28000495,28,4.0,6.0,5.25,,,,,,7.75,,17.0,,,17.75
570853,28000496,28,6.25,8.0,,,,7.5,,,6.75,,,,,21.0
570854,28000497,28,5.25,9.5,,,,9.5,9.0,,,,,,28.0,
570855,28000498,28,3.5,8.75,,,,7.35,,,5.5,,,,,17.75
570856,28000499,28,6.0,8.5,,,,8.25,,,5.25,,,,,19.75
570857,28000500,28,6.6,8.25,,,,9.0,,,8.5,,,,,23.35
570858,28000501,28,8.5,6.5,8.0,6.25,,,,,,22.75,,,,
570859,28000503,28,4.6,8.0,,,,,,8.0,6.25,,,,,18.85
570860,28000504,28,4.25,6.5,,,,8.0,,8.75,,,,,,
570861,28000505,28,4.5,8.75,,,,9.25,,,5.0,,,,,18.25
570862,28000506,28,6.75,8.75,,,,7.5,,,6.75,,,,,22.25
570863,28000507,28,5.75,9.25,,,,,5.75,,,,,,,
570864,28000508,28,4.35,7.0,,,,8.5,5.0,,,,,,20.5,
570865,28000509,28,6.75,8.0,,,,,7.5,,5.75,,,,,20.5
570866,28000510,28,7.5,8.5,,,,,9.5,,6.25,,,,,22.25
570867,28000511,28,6.25,8.0,,,,6.75,,,3.75,,,,,18.0
570868,28000512,28,5.25,7.0,7.0,,,,,,5.5,,17.75,,,17.75
570869,28000513,28,7.5,8.5,8.5,,,,,,6.0,,22.0,,,22.0
570870,28000514,28,8.5,8.0,8.25,,,,,,6.75,,23.5,,,23.25
570871,28000515,28,3.1,6.75,,,,7.5,5.25,,,,,,19.5,
570872,28000516,28,10.0,7.0,10.0,,,,,,6.5,,26.5,,,23.5
570873,28000517,28,9.0,7.0,9.25,7.75,,,,,,26.0,,,,
570874,28000518,28,8.5,8.5,8.75,,,,,,6.5,,23.75,,,23.5
570875,28000519,28,5.35,7.0,,,,7.75,6.0,,,,,,20.75,
570876,28000520,28,6.35,7.0,9.0,,,,,,5.5,,20.85,,,18.85
570877,28000521,28,4.25,7.75,,,,7.75,,,6.75,,,,,18.75
570878,28000522,28,6.35,7.75,4.95,,,6.5,,,,,,,,
570879,28000523,28,6.25,8.5,,,,,7.0,,6.0,,,,,20.75
570880,28000524,28,7.25,8.0,6.25,6.75,,,,,,20.25,,,,
570881,28000525,28,5.75,9.0,,,,8.5,,,7.75,,,,,22.5
570882,28000526,28,6.25,7.0,6.75,,,,,,8.5,,21.5,,,21.75
570883,28000527,28,7.5,8.5,8.0,,,,,,7.25,,22.75,,,23.25
570884,28000528,28,3.75,5.75,,,,4.1,,6.75,,,,,,
570885,28000529,28,4.6,8.25,,,,6.0,7.75,,,,,,22.0,
570886,28000530,28,3.35,4.0,,,,,5.6,6.25,,,,,,
570887,28000531,28,3.75,6.75,,,,6.75,,,5.25,,,,,15.75
570888,28000532,28,4.75,8.75,,,,8.25,7.5,,,,,,24.5,
570889,28000533,28,7.75,9.25,,,,8.25,,,4.25,,,,,21.25
570890,28000534,28,5.5,8.5,,,,,6.1,,6.0,,,,,20.0
570891,28000535,28,4.75,7.25,,,,,6.0,,6.25,,,,,18.25
570892,28000536,28,4.75,9.0,,,,8.75,,,6.5,,,,,20.25
570893,28000537,28,5.5,9.0,,,,7.5,,,5.0,,,,,19.5
570894,28000538,28,2.5,7.75,,,,,,7.5,,,,,,
570895,28000539,28,6.75,7.5,,7.0,6.5,,,,,,,20.25,,
570896,28000540,28,6.5,8.0,6.45,,,,,,4.75,,17.7,,,19.25
570897,28000541,28,4.6,7.5,,,,8.5,,,5.25,,,,,17.35
570898,28000542,28,9.0,7.75,8.75,,,,,,6.5,,24.25,,,23.25
570899,28000543,28,8.0,8.25,9.5,,,,,,7.25,,24.75,,,23.5
570900,28000544,28,8.5,9.5,,,,,7.25,,7.25,,,,,25.25
570901,28000545,28,6.1,8.5,,,,8.0,,,8.75,,,,,23.35
570902,28000546,28,6.5,8.5,,,,,9.0,,6.25,,,,,21.25
570903,28000547,28,6.1,8.25,,,,7.5,,,7.25,,,,,21.6
570904,28000548,28,9.0,8.0,10.0,,,,,,7.25,,26.25,,,24.25
570905,28000549,28,9.0,7.0,6.75,6.25,,,,,,22.0,,,,
570906,28000550,28,5.25,6.5,,,,,7.5,8.0,,,,,,
570907,28000551,28,5.25,7.5,,,,,6.5,6.75,,,,,,
570908,28000552,28,4.1,8.5,,,,8.5,9.5,,,,,,26.5,
570909,28000553,28,4.75,8.25,,,,,7.25,,6.25,,,,,19.25
570910,28000554,28,6.0,8.5,,,,8.1,,,7.0,,,,,21.5
570911,28000555,28,8.0,9.0,,,,,8.25,,6.25,,,,,23.25
570912,28000556,28,9.0,7.75,8.75,8.75,,,,,,26.5,,,,
570913,28000557,28,4.1,7.25,,,,,5.0,5.75,,,,,,
570914,28000558,28,6.25,8.25,,,,,8.25,,5.0,,,,,19.5
570915,28000559,28,3.0,8.5,,,3.35,,,,2.5,,,,,14.0
570916,28000560,28,3.75,6.0,,,,3.85,,8.25,,,,,,
570917,28000561,28,3.6,8.0,,,,8.5,9.75,,,,,,26.25,
570918,28000562,28,4.5,8.25,,,,,8.25,9.5,,,,,,
570919,28000563,28,8.5,8.5,,,,,9.0,,8.0,,,,,25.0
570920,28000564,28,4.75,8.0,,,,7.25,,,6.25,,,,,19.0
570921,28000565,28,7.0,9.0,,,,9.25,,,5.75,,,,,21.75
570922,28000566,28,5.75,8.75,,,,6.5,,,4.25,,,,,18.75
570923,28000567,28,7.75,8.25,,,,,8.5,,5.0,,,,,21.0
570924,28000568,28,7.25,8.25,7.75,,,,,,4.5,,19.5,,,20.0
570925,28000569,28,3.0,7.25,,,,,6.5,8.5,,,,,,
570926,28000570,28,7.75,8.0,9.0,7.5,,,,,,24.25,,,,
570927,28000571,28,6.0,9.25,,,,6.75,,,5.25,,,,,20.5
570928,28000572,28,6.1,9.25,,,,,7.75,,6.5,,,,,21.85
570929,28000573,28,6.5,7.5,,,,,7.25,,7.25,,,,,21.25
570930,28000574,28,8.75,8.0,8.0,,,,,,8.25,,25.0,,,25.0
570931,28000575,28,8.0,6.0,8.75,,,,,,5.0,,21.75,,,19.0
570932,28000576,28,7.75,5.75,,8.0,7.75,,,,,,,23.5,,
570933,28000577,28,2.75,5.5,,,,,7.35,8.0,,,,,,
570934,28000578,28,6.6,6.5,8.5,,,,,,7.5,,22.6,,,20.6
570935,28000579,28,8.0,6.25,8.25,,,,,,4.5,,20.75,,,18.75
570936,28000580,28,5.25,7.75,,,,6.75,,,6.5,,,,,19.5
570937,28000581,28,8.75,8.0,8.75,,,,,,6.5,,24.0,,,23.25
570938,28000582,28,4.35,7.58,,,,,6.85,,4.5,,,,,16.43
570939,28000583,28,8.25,7.5,7.75,,,,,,6.25,,22.25,,,22.0
570940,28000584,28,5.0,8.25,,,,6.0,,,7.5,,,,,20.75
570941,28000585,28,4.0,8.25,,,,7.75,8.25,,,,,,24.25,
570942,28000586,28,6.0,6.0,7.75,,,,,,8.25,,22.0,,,20.25
570943,28000588,28,5.5,7.75,8.35,,,,,,5.5,,19.35,,,18.75
570944,28000589,28,0.85,5.0,,,,,4.0,6.1,,,,,,
570945,28000590,28,7.5,5.75,8.5,,,,,,7.0,,23.0,,,20.25
570946,28000591,28,6.75,6.0,8.0,,,,,,8.25,,23.0,,,21.0
570947,28000592,28,5.75,7.0,,,,,8.5,9.25,,,,,,
570948,28000593,28,9.5,6.25,8.1,,,,,,7.75,,25.35,,,23.5
570949,28000594,28,7.25,9.0,,,,6.75,,,7.5,,,,,23.75
570950,28000595,28,6.25,8.5,,,,,7.0,,6.0,,,,,20.75
570951,28000596,28,8.5,9.0,,,,8.75,,,7.5,,,,,25.0
570952,28000597,28,6.25,9.0,,,,,5.1,,6.75,,,,,22.0
570953,28000598,28,5.25,8.5,,,,9.0,,,4.75,,,,,18.5
570954,28000599,28,7.0,8.5,8.25,,,,,,7.75,,23.0,,,23.25
570955,28000600,28,4.25,7.75,,,,6.75,8.75,,,,,,23.25,
570956,28000601,28,3.5,8.25,,,,5.6,6.0,,,,,,19.85,
570957,28000602,28,6.5,8.5,,,,9.0,,,6.25,,,,,21.25
570958,28000603,28,8.5,9.0,8.0,,,,,,5.25,,21.75,,,22.75
570959,28000604,28,2.35,8.25,,,,7.25,7.25,,,,,,22.75,
570960,28000605,28,2.1,6.75,,,,,5.85,6.25,,,,,,
570961,28000606,28,8.0,8.75,8.25,,,,,,5.25,,21.5,,,22.0
570962,28000607,28,5.0,7.5,,,,4.5,,5.75,,,,,,
570963,28000608,28,3.6,4.5,6.5,,,,,,7.0,,17.1,,,15.1
570964,28000609,28,3.5,7.75,,,,,5.25,,4.25,,,,,15.5
570965,28000610,28,5.5,8.0,,7.75,6.1,,,,,,,19.35,,
570966,28000611,28,6.25,6.75,,5.25,4.75,,,,,,,16.25,,
570967,28000612,28,6.25,8.5,,,,,7.5,,6.0,,,,,20.75
570968,28000613,28,4.0,8.0,,,,7.0,,,4.0,,,,,16.0
570969,28000614,28,8.5,7.75,7.25,,,,,,7.0,,22.75,,,23.25
570970,28000615,28,7.5,8.5,,,,,8.25,,5.0,,,,,21.0
570971,28000616,28,2.5,4.75,,,,5.35,4.75,,,,,,14.85,
570972,28000617,28,3.75,7.5,,,,5.85,,,3.0,,,,,14.25
570973,28000618,28,5.0,8.25,,,6.25,,,,3.5,,,,,16.75
570974,28000619,28,8.5,8.25,8.1,,,,,,5.5,,22.1,,,22.25
570975,28000620,28,7.5,8.5,7.0,,,,,,6.25,,20.75,,,22.25
570976,28000621,28,2.6,4.25,,,,5.35,4.75,,,,,,14.35,
570977,28000622,28,3.25,8.25,,,5.5,7.25,,,,,,,,
570978,28000623,28,7.0,8.5,,,,9.25,,,7.75,,,,,23.25
570979,28000624,28,7.6,7.0,7.25,,,,,,,,,,,
570980,28000625,28,7.5,6.5,8.5,6.5,,,,,,22.5,,,,
570981,28000626,28,7.5,7.0,7.1,6.6,,,,,,21.2,,,,
570982,28000627,28,9.5,7.5,9.0,9.0,,,,,,27.5,,,,
570983,28000628,28,7.25,8.25,7.75,,,,,,6.5,,21.5,,,22.0
570984,28000629,28,5.25,5.5,7.1,,,,,,4.75,,17.1,,,15.5
570985,28000630,28,8.0,7.75,5.75,,,,,,,,,,,
570986,28000631,28,5.75,8.75,6.85,,,,,,6.25,,18.85,,,20.75
570987,28000632,28,2.25,7.75,,,,,5.5,,3.0,,,,,13.0
570988,28000633,28,4.85,7.5,,,,,,8.25,2.75,,,,,15.1
570989,28000634,28,4.75,7.75,,,,4.6,,,3.75,,,,,16.25
570990,28000635,28,6.1,8.25,7.75,7.25,,,,,,21.1,,,,
570991,28000636,28,5.0,8.25,,,,5.6,,,4.25,,,,,17.5
570992,28000637,28,2.6,8.25,,,,,8.5,,5.25,,,,,16.1
570993,28000638,28,7.25,8.25,,,,,8.25,,,,,,,
570994,28000639,28,2.6,7.25,,,,,6.6,9.0,,,,,,
570995,28000640,28,6.35,9.0,8.25,,,,,,5.25,,19.85,,,20.6
570996,28000641,28,6.25,7.25,7.5,,,,,,4.75,,18.5,,,18.25
570997,28000642,28,2.6,7.0,,,,,4.75,7.5,,,,,,
570998,28000643,28,9.0,7.25,8.25,7.5,,,,,,24.75,,,,
570999,28000644,28,5.1,7.25,,,,,,7.5,6.25,,,,,18.6
571000,28000645,28,7.0,7.25,8.0,,,,,,7.25,,22.25,,,21.5
571001,28000646,28,5.25,7.5,4.5,,,,,,4.0,,13.75,,,16.75
571002,28000647,28,7.5,9.5,,,,7.75,,,5.5,,,,,22.5
571003,28000648,28,3.35,8.25,,,,,,8.25,3.5,,,,,15.1
571004,28000649,28,7.0,8.5,,,,8.5,,,5.25,,,,,20.75
571005,28000650,28,4.0,8.75,,,,7.75,,,6.5,,,,,19.25
571006,28000651,28,6.25,8.75,,,,,8.0,,5.75,,,,,20.75
571007,28000652,28,2.85,8.0,,,,9.0,8.0,,,,,,25.0,
571008,28000653,28,7.0,8.75,,,,9.0,,,5.75,,,,,21.5
571009,28000654,28,7.0,8.5,,,,8.75,,,5.75,,,,,21.25
571010,28000655,28,5.1,9.25,,,,8.25,,,5.0,,,,,19.35
571011,28000656,28,4.45,8.25,,,,,,8.5,6.75,,,,,19.45
571012,28000657,28,4.35,9.0,,,,,7.35,,3.75,,,,,17.1
571013,28000658,28,7.0,9.0,,,,7.25,,,6.5,,,,,22.5
571014,28000659,28,3.85,8.75,,,,,7.75,8.5,,,,,,
571015,28000660,28,6.75,7.0,5.85,5.5,,,,,,18.1,,,,
571016,28000661,28,2.2,7.0,,,,6.0,,6.0,,,,,,
571017,28000662,28,2.6,7.25,4.85,,,,,,3.0,,10.45,,,12.85
571018,28000663,28,5.35,7.75,,,,6.5,,,5.25,,,,,18.35
571019,28000664,28,6.0,8.0,,,,9.0,,8.0,,,,,,
571020,28000665,28,7.25,7.0,7.25,,,,,,5.0,,19.5,,,19.25
571021,28000666,28,4.0,8.0,,,,5.75,,,5.25,,,,,17.25
571022,28000668,28,7.25,8.75,,,,,8.0,,6.5,,,,,22.5
571023,28000669,28,5.5,8.75,,,,7.75,,,7.0,,,,,21.25
571024,28000670,28,5.5,7.5,,,,7.75,,,3.25,,,,,16.25
571025,28000671,28,2.35,5.5,,,,4.25,,8.0,,,,,,
571026,28000672,28,5.5,8.25,7.5,5.6,,,,,,18.6,,,,
571027,28000673,28,5.75,8.5,,,,,5.5,,,,,,,
571028,28000674,28,3.2,6.25,,,,6.35,2.95,,,,,,15.55,
571029,28000675,28,7.0,8.75,,,,,6.5,,6.0,,,,,21.75
571030,28000676,28,6.75,7.5,8.5,,,,,,5.0,,20.25,,,19.25
571031,28000677,28,7.75,9.25,,,,,9.25,,7.75,,,,,24.75
571032,28000678,28,7.5,8.75,,8.0,6.5,,,,,,,22.0,,
571033,28000679,28,3.35,8.75,,,,8.75,9.5,,,,,,27.0,
571034,28000680,28,3.6,8.25,,,,9.0,9.0,,,,,,26.25,
571035,28000681,28,3.0,8.25,,,,9.25,,7.75,,,,,,
571036,28000682,28,7.25,9.0,,,,8.75,,,9.0,,,,,25.25
571037,28000683,28,8.5,6.25,8.25,7.0,,,,,,23.75,,,,
571038,28000684,28,5.85,9.25,,,,8.0,,,4.75,,,,,19.85
571039,28000685,28,6.25,7.5,6.5,,,,,,7.5,,20.25,,,21.25
571040,28000686,28,6.75,8.25,,,,,,9.0,6.5,,,,,21.5
571041,28000687,28,3.2,7.25,,,,,3.1,5.0,,,,,,
571042,28000688,28,5.75,7.75,8.25,,,,,,5.5,,19.5,,,19.0
571043,28000689,28,3.5,7.75,,,,8.25,7.6,,,,,,23.6,
571044,28000690,28,9.0,8.0,9.0,9.25,,,,,,27.25,,,,
571045,28000691,28,5.25,8.25,,,,9.75,9.75,,,,,,27.75,
571046,28000692,28,8.5,6.75,9.0,,,,,,7.0,,24.5,,,22.25
571047,28000693,28,7.75,8.0,7.6,7.75,,,,,,23.1,,,,
571048,28000694,28,5.0,8.5,,,,,8.75,,6.0,,,,,19.5
571049,28000695,28,8.75,8.5,8.25,,,,,,5.75,,22.75,,,23.0
571050,28000696,28,6.75,8.0,,5.25,9.0,,,,,,,21.0,,
571051,28000697,28,6.75,9.25,,,,7.0,,,7.75,,,,,23.75
571052,28000698,28,7.5,7.5,8.25,6.75,,,,,,22.5,,,,
571053,28000699,28,7.0,7.75,,,,8.25,,,4.5,,,,,19.25
571054,28000700,28,7.25,9.25,,,,6.75,,,8.0,,,,,24.5
571055,28000701,28,6.75,9.25,,,,,6.5,,6.75,,,,,22.75
571056,28000702,28,3.1,8.75,,,,,5.85,,4.25,,,,,16.1
571057,28000703,28,7.0,8.25,,,5.75,,,,8.25,,,,,23.5
571058,28000704,28,3.1,7.75,,,,7.0,,8.75,,,,,,
571059,28000705,28,6.35,8.5,,,,8.25,,,5.25,,,,,20.1
571060,28000707,28,4.75,9.0,,,,,7.5,,5.5,,,,,19.25
571061,28000708,28,6.75,9.25,,,,8.0,,,7.75,,,,,23.75
571062,28000709,28,5.35,6.75,,,,,7.5,,6.0,,,,,18.1
571063,28000710,28,8.5,8.25,,,,8.0,,,7.0,,,,,23.75
571064,28000711,28,5.25,9.5,,,,7.75,,,5.25,,,,,20.0
571065,28000712,28,6.0,9.0,,,,,7.5,,5.5,,,,,20.5
571066,28000713,28,3.1,6.5,,,5.0,5.85,,,,,,,,
571067,28000714,28,7.5,8.0,6.85,7.1,,,,,,21.45,,,,
571068,28000715,28,5.5,9.0,,,,,6.75,,5.0,,,,,19.5
571069,28000716,28,3.75,6.5,,,,5.0,4.5,,,,,,16.0,
571070,28000717,28,8.5,8.75,,,,,8.25,,7.25,,,,,24.5
571071,28000718,28,5.25,9.0,,,,,,9.75,,,,,,
571072,28000719,28,8.0,8.25,,,,7.25,,,6.25,,,,,22.5
571073,28000720,28,8.0,7.25,8.0,8.75,,,,,,24.75,,,,
571074,28000721,28,9.0,8.0,8.0,6.0,,,,,,23.0,,,,
571075,28000722,28,7.0,7.5,6.75,,,,,,6.0,,19.75,,,20.5
571076,28000723,28,5.75,6.75,4.0,,,,,,4.25,,14.0,,,16.75
571077,28000724,28,9.0,6.25,8.25,,,,,,8.25,,25.5,,,23.5
571078,28000725,28,2.95,7.25,,,,3.5,,8.25,,,,,,
571079,28000726,28,8.0,6.75,9.5,7.75,,,,,,25.25,,,,
